time;AirTemperatureWs;AirTemperatureEE;GlobalRadianceWs;
584700.0;17.7;16.99;317.3;
585000.0;17.6;17.14;332.3;
585300.0;17.9;17.26;280.9;
585600.0;18.1;17.5;258.3;
585900.0;18.2;17.86;370.5;
586200.0;18.0;17.86;255.0;
586500.0;18.1;17.88;297.8;
586800.0;18.3;18.05;355.1;
587100.0;18.3;18.19;216.3;
587400.0;18.2;18.44;300.0;
587700.0;18.0;18.78;481.6;
588000.0;18.8;19.64;368.8;
588300.0;18.6;20.0;470.8;
588600.0;18.9;20.11;390.0;
588900.0;19.2;20.07;292.9;
589200.0;19.1;20.34;258.6;
589500.0;19.2;20.43;362.1;
589800.0;19.5;21.09;400.5;
590100.0;19.9;21.66;571.7;
590400.0;20.0;22.27;565.6;
590700.0;20.0;22.84;565.6;
591000.0;20.0;22.89;565.6;
591300.0;20.8;22.66;594.5;
591600.0;21.0;21.9;402.2;
591900.0;20.7;21.98;612.9;
592200.0;21.6;22.78;629.8;
592500.0;21.9;23.69;651.4;
592800.0;21.8;23.86;468.0;
593100.0;21.8;23.92;566.8;
593400.0;21.9;23.63;574.8;
593700.0;22.2;23.64;673.9;
594000.0;22.6;24.28;686.7;
594300.0;23.2;24.79;697.6;
594600.0;22.7;25.15;678.2;
594900.0;22.8;24.99;720.6;
595200.0;23.1;24.78;744.3;
595500.0;23.3;25.31;775.6;
595800.0;23.1;24.77;667.9;
596100.0;22.9;25.33;826.1;
596400.0;23.0;24.63;790.0;
596700.0;23.1;24.76;596.3;
597000.0;23.2;24.86;706.1;
597300.0;23.1;25.0;209.0;
597600.0;23.3;25.08;794.4;
597900.0;24.0;25.34;240.9;
598200.0;23.5;24.94;283.7;
598500.0;23.4;24.63;354.9;
598800.0;23.6;25.25;404.7;
599100.0;24.3;26.32;470.5;
599400.0;24.1;26.4;887.3;
599700.0;24.2;26.35;508.3;
600000.0;24.6;25.97;908.7;
600300.0;24.3;26.58;892.4;
600600.0;24.7;27.0;916.9;
600900.0;25.0;26.71;913.3;
601200.0;24.6;26.6;904.8;
601500.0;24.6;26.37;869.0;
601800.0;25.1;25.98;388.3;
602100.0;25.0;26.52;953.5;
602400.0;24.8;26.73;290.9;
602700.0;25.0;27.21;1022.0;
603000.0;25.3;27.17;1067.9;
603300.0;25.5;27.79;550.8;
603600.0;25.1;27.81;321.3;
603900.0;25.2;27.2;246.5;
604200.0;24.9;26.14;407.0;
604500.0;25.0;26.05;365.5;
604800.0;25.2;26.39;302.5;
605100.0;25.6;27.45;1050.9;
605400.0;26.0;27.51;521.9;
605700.0;25.4;27.47;407.0;
606000.0;25.1;27.18;302.2;
606300.0;25.3;27.17;244.6;
606600.0;25.5;26.87;200.3;
606900.0;25.2;26.63;260.6;
607200.0;25.1;26.9;371.5;
607500.0;25.6;27.42;384.5;
607800.0;25.5;27.39;596.2;
608100.0;25.8;27.25;974.8;
608400.0;26.0;27.49;742.8;
608700.0;25.8;27.37;309.3;
609000.0;25.9;27.35;231.9;
609300.0;25.7;26.98;212.8;
609600.0;25.7;26.74;263.6;
609900.0;25.9;27.72;1007.5;
610200.0;26.7;28.17;949.5;
610500.0;27.3;29.11;963.6;
610800.0;27.6;29.08;946.3;
611100.0;27.1;28.96;959.9;
611400.0;26.6;28.64;968.7;
611700.0;26.6;27.68;988.8;
612000.0;26.8;28.02;343.4;
612300.0;26.4;27.63;330.1;
612600.0;26.5;27.69;273.2;
612900.0;26.4;27.73;277.4;
613200.0;26.4;27.16;316.3;
613500.0;26.6;27.3;182.1;
613800.0;26.3;27.57;208.1;
614100.0;26.4;27.56;233.8;
614400.0;26.5;27.55;283.4;
614700.0;26.5;27.78;250.1;
615000.0;26.3;27.66;206.8;
615300.0;26.5;27.49;259.2;
615600.0;26.6;27.82;765.2;
615900.0;27.4;28.64;650.4;
616200.0;26.7;27.86;667.5;
616500.0;26.9;27.89;190.8;
616800.0;26.8;27.74;165.6;
617100.0;26.4;27.31;227.5;
617400.0;26.6;27.65;229.4;
617700.0;26.8;27.7;250.3;
618000.0;26.8;27.55;215.4;
618300.0;26.8;27.48;233.6;
618600.0;26.7;27.63;314.5;
618900.0;26.9;28.3;253.7;
619200.0;27.4;28.67;271.9;
619500.0;27.2;28.62;275.5;
619800.0;27.0;27.97;178.9;
620100.0;27.0;27.79;238.9;
620400.0;26.9;27.5;177.1;
620700.0;26.8;27.58;157.8;
621000.0;26.9;27.82;177.2;
621300.0;26.9;27.9;175.0;
621600.0;27.0;27.69;186.9;
621900.0;26.9;27.37;188.6;
622200.0;27.1;27.77;333.4;
622500.0;27.3;28.31;282.3;
622800.0;27.2;28.26;293.0;
623100.0;27.2;28.56;254.9;
623400.0;27.6;28.65;259.2;
623700.0;27.3;28.65;124.7;
624000.0;27.1;28.27;99.0;
624300.0;26.9;27.91;79.4;
624600.0;26.8;27.49;85.4;
624900.0;26.7;27.29;64.8;
625200.0;26.6;27.02;74.7;
625500.0;26.7;27.08;163.8;
625800.0;26.7;27.36;68.7;
626100.0;26.7;27.49;91.0;
626400.0;26.6;27.34;62.2;
626700.0;26.5;27.19;43.4;
627000.0;26.3;26.96;30.9;
627300.0;26.2;26.64;55.0;
627600.0;26.2;26.43;53.1;
627900.0;26.1;26.26;31.5;
628200.0;26.0;26.11;44.4;
628500.0;25.9;25.96;20.5;
628800.0;25.7;25.81;11.4;
629100.0;25.7;25.69;8.3;
629400.0;25.5;25.54;5.8;
629700.0;25.5;25.47;4.6;
630000.0;25.4;25.36;3.1;
630300.0;25.5;25.27;2.5;
630600.0;25.4;25.21;0.9;
630900.0;25.4;25.22;0.0;
631200.0;25.4;25.2;0.1;
631500.0;25.3;25.16;0.0;
631800.0;25.2;25.09;0.0;
632100.0;25.2;25.05;0.0;
632400.0;25.2;25.06;0.0;
632700.0;25.2;24.99;0.0;
633000.0;25.2;24.98;0.0;
633300.0;25.2;24.99;0.0;
633600.0;25.2;24.94;0.0;
633900.0;25.2;24.92;0.0;
634200.0;25.2;24.9;0.0;
634500.0;25.1;24.82;0.0;
634800.0;25.0;24.78;0.0;
635100.0;25.0;24.74;0.0;
635400.0;25.0;24.7;0.0;
635700.0;25.0;24.64;0.0;
636000.0;25.0;24.7;0.0;
636300.0;24.9;24.64;0.0;
636600.0;24.7;24.48;0.0;
636900.0;24.2;24.23;0.0;
637200.0;23.6;23.68;0.0;
637500.0;23.3;23.33;0.0;
637800.0;23.1;23.0;0.0;
638100.0;23.0;22.78;0.0;
638400.0;22.9;22.63;0.0;
638700.0;22.8;22.59;0.3;
639000.0;22.8;22.45;0.2;
639300.0;23.0;22.24;0.6;
639600.0;22.5;22.07;0.0;
639900.0;22.3;21.95;0.0;
640200.0;22.5;21.79;0.0;
640500.0;22.1;21.71;0.0;
640800.0;21.9;21.61;0.0;
641100.0;21.9;21.48;0.0;
641400.0;21.8;21.34;0.0;
641700.0;21.7;21.36;0.8;
642000.0;21.6;21.26;0.0;
642300.0;21.3;21.12;0.0;
642600.0;21.2;20.97;0.0;
642900.0;21.1;20.84;0.0;
643200.0;21.0;20.75;0.0;
643500.0;20.8;20.61;0.0;
643800.0;20.8;20.54;0.0;
644100.0;20.8;20.47;0.0;
644400.0;20.7;20.37;0.0;
644700.0;20.7;20.35;0.0;
645000.0;20.7;20.26;0.0;
645300.0;20.7;20.2;0.7;
645600.0;20.6;20.12;1.4;
645900.0;20.5;20.05;0.1;
646200.0;20.4;20.01;0.1;
646500.0;20.3;19.97;0.9;
646800.0;20.2;19.93;0.3;
647100.0;20.2;19.85;0.1;
647400.0;20.1;19.77;0.0;
647700.0;20.1;19.65;0.0;
648000.0;20.0;19.65;0.0;
648300.0;19.9;19.69;0.6;
648600.0;19.9;19.63;0.8;
648900.0;19.8;19.51;1.4;
649200.0;19.6;19.47;0.7;
649500.0;19.5;19.39;0.1;
649800.0;19.5;19.34;0.0;
650100.0;19.4;19.24;0.8;
650400.0;19.5;19.26;0.9;
650700.0;19.4;19.27;1.0;
651000.0;19.3;19.23;0.1;
651300.0;19.4;19.2;0.4;
651600.0;19.3;19.27;0.5;
651900.0;19.6;19.27;1.2;
652200.0;19.4;19.27;0.5;
652500.0;19.3;19.28;1.2;
652800.0;19.3;19.24;0.7;
653100.0;19.3;19.19;0.4;
653400.0;19.2;19.15;0.1;
653700.0;19.1;19.1;0.0;
654000.0;19.1;19.03;0.0;
654300.0;19.0;18.92;0.0;
654600.0;19.0;18.88;0.0;
654900.0;19.1;18.77;0.0;
655200.0;19.0;18.69;0.0;
655500.0;18.9;18.64;1.4;
655800.0;18.8;18.66;2.0;
656100.0;18.7;18.68;1.2;
656400.0;18.5;18.56;0.5;
656700.0;18.5;18.47;0.5;
657000.0;18.5;18.51;0.3;
657300.0;18.3;18.44;0.0;
657600.0;18.5;18.45;0.0;
657900.0;18.4;18.46;0.0;
658200.0;18.5;18.46;0.0;
658500.0;18.4;18.46;0.0;
658800.0;18.5;18.47;0.1;
659100.0;18.4;18.47;0.0;
659400.0;18.5;18.51;0.0;
659700.0;18.4;18.49;0.0;
660000.0;18.4;18.43;0.0;
660300.0;18.3;18.35;0.0;
660600.0;18.2;18.25;0.0;
660900.0;18.2;18.26;0.1;
661200.0;18.2;18.21;0.1;
661500.0;18.2;18.21;0.0;
661800.0;18.2;18.16;0.0;
662100.0;18.1;18.12;0.0;
662400.0;18.0;18.03;0.0;
662700.0;18.0;18.03;1.3;
663000.0;18.0;17.99;3.8;
663300.0;18.0;18.03;7.4;
663600.0;18.0;18.06;15.0;
663900.0;18.0;18.07;25.7;
664200.0;18.1;18.1;22.6;
664500.0;18.1;18.11;18.1;
664800.0;18.2;18.18;30.4;
665100.0;18.3;18.29;36.5;
665400.0;18.4;18.33;31.1;
665700.0;18.3;18.3;17.0;
666000.0;18.3;18.29;19.6;
666300.0;18.3;18.31;24.2;
666600.0;18.3;18.35;27.8;
666900.0;18.4;18.4;30.8;
667200.0;18.5;18.46;33.5;
667500.0;18.4;18.43;42.7;
667800.0;18.3;18.45;51.0;
668100.0;18.3;18.35;57.6;
668400.0;18.1;18.19;68.6;
668700.0;18.1;18.16;78.6;
669000.0;18.1;18.24;83.7;
669300.0;18.2;18.19;73.1;
669600.0;18.4;18.3;82.2;
669900.0;18.4;18.44;93.8;
670200.0;18.4;18.58;116.7;
670500.0;18.7;18.8;253.7;
670800.0;18.9;18.95;308.4;
671100.0;19.3;19.24;348.5;
671400.0;19.5;19.52;195.8;
671700.0;19.5;19.62;229.5;
672000.0;19.8;19.94;338.9;
672300.0;20.4;20.3;225.0;
672600.0;20.1;20.44;314.2;
672900.0;20.4;20.78;384.1;
673200.0;21.1;21.15;456.6;
673500.0;21.9;21.76;297.5;
673800.0;21.7;22.03;304.4;
674100.0;21.7;22.25;243.1;
674400.0;22.2;22.59;205.6;
674700.0;22.9;23.05;197.3;
675000.0;23.1;23.33;197.4;
675300.0;23.4;23.53;192.7;
675600.0;23.6;23.8;245.1;
675900.0;23.7;24.05;198.1;
676200.0;23.9;24.18;215.0;
676500.0;24.1;24.42;235.6;
676800.0;24.3;24.61;219.3;
677100.0;24.4;24.68;225.3;
677400.0;24.4;24.76;222.9;
677700.0;24.6;24.85;268.7;
678000.0;25.0;25.27;325.3;
678300.0;25.0;25.56;328.6;
678600.0;25.3;25.81;291.7;
678900.0;25.6;26.12;285.6;
679200.0;25.7;26.18;352.9;
679500.0;26.1;26.74;756.8;
679800.0;26.4;27.1;467.6;
680100.0;26.8;27.56;367.8;
680400.0;26.9;27.6;369.8;
680700.0;26.9;27.63;337.0;
681000.0;26.9;27.67;280.4;
681300.0;27.1;27.63;287.7;
681600.0;27.0;27.66;300.2;
681900.0;26.7;27.29;228.2;
682200.0;26.7;27.17;202.9;
682500.0;26.5;26.97;189.4;
682800.0;26.6;26.97;185.3;
683100.0;26.6;27.12;209.9;
683400.0;26.6;27.14;206.3;
683700.0;26.8;27.33;260.1;
684000.0;26.7;27.21;299.1;
684300.0;26.9;27.42;302.2;
684600.0;26.9;27.46;303.4;
684900.0;26.9;27.41;359.0;
685200.0;27.1;27.86;267.0;
685500.0;27.2;27.93;282.9;
685800.0;27.0;27.71;328.1;
686100.0;27.1;27.81;232.1;
686400.0;27.3;27.82;190.3;
686700.0;26.9;27.47;181.5;
687000.0;26.5;27.0;246.2;
687300.0;26.0;26.67;594.3;
687600.0;26.4;27.24;885.4;
687900.0;27.0;27.94;540.4;
688200.0;27.3;28.25;854.7;
688500.0;27.5;28.91;910.8;
688800.0;28.4;29.43;916.4;
689100.0;28.4;29.53;827.0;
689400.0;29.1;30.17;925.5;
689700.0;28.3;29.67;977.9;
690000.0;28.8;29.93;846.6;
690300.0;29.1;30.27;943.7;
690600.0;28.9;30.18;921.2;
690900.0;29.0;30.1;947.9;
691200.0;29.1;30.32;358.2;
691500.0;29.2;30.01;199.2;
691800.0;29.1;29.92;233.5;
692100.0;29.0;29.72;239.7;
692400.0;29.1;29.86;555.5;
692700.0;29.3;30.28;585.4;
693000.0;29.9;30.99;385.3;
693300.0;30.1;31.2;1070.1;
693600.0;30.2;31.29;248.7;
693900.0;30.6;31.38;902.3;
694200.0;30.2;30.97;531.9;
694500.0;30.8;31.53;470.5;
694800.0;30.3;31.13;879.9;
695100.0;30.6;31.41;907.2;
695400.0;30.4;31.37;681.6;
695700.0;31.1;31.89;884.1;
696000.0;30.9;31.74;365.0;
696300.0;31.2;31.95;850.8;
696600.0;31.1;32.32;824.0;
696900.0;31.3;32.37;403.9;
697200.0;31.5;32.23;728.2;
697500.0;32.0;32.81;756.1;
697800.0;32.1;32.92;753.5;
698100.0;32.0;32.98;804.9;
698400.0;32.5;33.33;776.5;
698700.0;32.3;33.45;757.5;
699000.0;32.5;33.36;749.0;
699300.0;32.6;33.62;698.5;
699600.0;32.3;33.1;750.0;
699900.0;32.4;33.07;649.4;
700200.0;32.8;33.46;713.3;
700500.0;32.6;33.77;217.3;
700800.0;32.4;33.12;250.0;
701100.0;32.5;33.08;505.3;
701400.0;32.5;33.1;234.8;
701700.0;32.1;32.67;166.6;
702000.0;31.9;32.38;128.2;
702300.0;31.5;31.91;120.7;
702600.0;31.5;31.89;286.3;
702900.0;31.7;32.24;244.5;
703200.0;32.0;32.39;112.1;
703500.0;31.8;32.21;22.7;
703800.0;31.3;31.5;33.3;
704100.0;30.7;30.93;67.6;
704400.0;28.9;29.28;69.3;
704700.0;28.4;28.73;37.5;
705000.0;28.2;28.5;28.4;
705300.0;28.1;28.37;16.2;
705600.0;25.4;26.39;3.7;
705900.0;24.1;24.87;14.8;
706200.0;23.6;24.24;39.3;
706500.0;22.9;23.03;40.8;
706800.0;22.5;22.51;99.1;
707100.0;22.7;22.71;154.8;
707400.0;23.1;23.04;83.5;
707700.0;23.3;23.25;144.7;
708000.0;23.2;23.36;149.1;
708300.0;23.5;23.55;88.0;
708600.0;23.7;23.73;54.2;
708900.0;23.6;23.61;37.4;
709200.0;23.5;23.51;4.2;
709500.0;22.9;22.73;6.5;
709800.0;22.0;21.99;31.2;
710100.0;21.8;21.87;70.2;
710400.0;22.2;21.95;42.4;
710700.0;22.2;22.03;19.1;
711000.0;22.5;22.11;11.7;
711300.0;22.7;22.28;5.6;
711600.0;22.5;22.12;8.7;
711900.0;21.8;21.48;11.7;
712200.0;21.5;21.31;22.1;
712500.0;21.7;21.41;71.9;
712800.0;21.8;21.67;107.1;
713100.0;21.8;21.7;47.8;
713400.0;21.9;21.72;32.6;
713700.0;22.0;21.83;25.3;
714000.0;22.1;21.87;14.7;
714300.0;22.2;21.93;9.8;
714600.0;22.3;22.01;11.2;
714900.0;22.3;21.97;11.3;
715200.0;22.4;22.0;11.5;
715500.0;22.4;22.06;15.9;
715800.0;22.3;22.08;10.1;
716100.0;22.3;21.96;5.5;
716400.0;22.3;21.97;3.6;
716700.0;22.3;22.03;2.8;
717000.0;22.2;21.95;2.2;
717300.0;22.2;21.93;2.1;
717600.0;22.2;21.92;1.4;
717900.0;22.3;21.94;2.0;
718200.0;22.4;21.95;3.3;
718500.0;22.4;22.01;1.7;
718800.0;22.4;22.09;2.2;
719100.0;22.3;22.07;2.2;
719400.0;22.3;22.06;1.8;
719700.0;22.3;22.03;1.1;
720000.0;22.3;21.99;2.0;
720300.0;22.3;21.94;2.1;
720600.0;22.2;21.93;2.2;
720900.0;22.2;22.0;2.8;
721200.0;22.3;22.03;2.8;
721500.0;22.3;22.07;2.9;
721800.0;22.3;22.03;1.3;
722100.0;22.3;22.01;1.4;
722400.0;22.2;22.03;2.3;
722700.0;22.2;21.95;2.4;
723000.0;22.1;21.94;2.7;
723300.0;22.2;21.94;2.3;
723600.0;22.1;21.92;2.9;
723900.0;22.1;21.91;2.1;
724200.0;22.0;21.87;1.1;
724500.0;21.9;21.81;0.1;
724800.0;21.8;21.71;0.9;
725100.0;21.7;21.69;1.1;
725400.0;21.7;21.62;0.9;
725700.0;21.7;21.6;0.8;
726000.0;21.7;21.57;0.6;
726300.0;21.7;21.56;0.1;
726600.0;21.7;21.54;0.0;
726900.0;21.7;21.49;0.0;
727200.0;21.7;21.44;0.4;
727500.0;21.6;21.4;0.5;
727800.0;21.4;21.32;0.5;
728100.0;21.3;21.27;0.7;
728400.0;21.4;21.26;0.7;
728700.0;21.4;21.32;2.0;
729000.0;21.6;21.39;1.1;
729300.0;21.7;21.46;0.8;
729600.0;21.6;21.41;1.1;
729900.0;21.6;21.39;1.6;
730200.0;21.6;21.32;0.3;
730500.0;21.5;21.32;0.4;
730800.0;21.5;21.35;1.2;
731100.0;21.5;21.33;0.5;
731400.0;21.5;21.26;0.0;
731700.0;21.5;21.27;0.3;
732000.0;21.5;21.24;0.0;
732300.0;21.4;21.16;0.1;
732600.0;21.3;21.08;0.0;
732900.0;21.2;21.06;0.0;
733200.0;21.1;21.01;0.0;
733500.0;21.2;20.92;0.0;
733800.0;21.2;20.94;0.1;
734100.0;21.2;20.94;0.0;
734400.0;21.1;20.97;0.4;
734700.0;21.2;20.96;0.7;
735000.0;21.2;20.97;0.3;
735300.0;21.2;20.96;0.3;
735600.0;21.2;20.95;0.0;
735900.0;21.1;20.93;0.0;
736200.0;21.2;21.01;0.4;
736500.0;21.2;21.02;0.0;
736800.0;21.1;20.99;0.0;
737100.0;21.1;20.95;0.0;
737400.0;21.0;20.88;0.0;
737700.0;21.0;20.83;0.0;
738000.0;20.8;20.74;0.0;
738300.0;20.8;20.69;0.0;
738600.0;20.7;20.61;0.0;
738900.0;20.7;20.56;0.0;
739200.0;20.6;20.47;0.0;
739500.0;20.6;20.51;0.0;
739800.0;20.6;20.4;0.0;
740100.0;20.5;20.4;0.0;
740400.0;20.4;20.29;0.0;
740700.0;20.3;20.21;0.0;
741000.0;20.3;20.15;0.0;
741300.0;20.2;20.07;0.0;
741600.0;20.2;19.99;0.0;
741900.0;20.1;19.96;0.0;
742200.0;20.1;19.95;0.0;
742500.0;20.1;19.89;0.0;
742800.0;20.0;19.85;0.0;
743100.0;19.9;19.78;0.0;
743400.0;19.8;19.65;0.0;
743700.0;19.7;19.57;0.0;
744000.0;19.7;19.58;0.0;
744300.0;19.7;19.54;0.0;
744600.0;19.7;19.54;0.0;
744900.0;19.6;19.42;0.0;
745200.0;19.5;19.42;0.0;
745500.0;19.6;19.45;0.0;
745800.0;19.6;19.45;0.0;
746100.0;19.8;19.51;0.0;
746400.0;19.7;19.55;0.0;
746700.0;19.7;19.51;0.0;
747000.0;19.7;19.48;0.0;
747300.0;19.7;19.44;0.0;
747600.0;19.6;19.36;0.0;
747900.0;19.5;19.35;0.0;
748200.0;19.6;19.4;0.0;
748500.0;19.5;19.31;0.0;
748800.0;19.6;19.32;0.0;
749100.0;19.5;19.31;0.0;
749400.0;19.4;19.23;0.0;
749700.0;19.4;19.14;0.1;
750000.0;19.3;19.09;0.8;
750300.0;19.3;19.14;1.6;
750600.0;19.3;19.13;2.6;
750900.0;19.3;19.14;4.1;
751200.0;19.3;19.14;6.4;
751500.0;19.2;19.04;9.8;
751800.0;19.1;18.98;14.6;
752100.0;19.1;19.02;21.3;
752400.0;19.2;19.06;25.6;
752700.0;19.2;19.05;31.1;
753000.0;19.1;19.06;33.8;
753300.0;19.1;19.03;39.2;
753600.0;19.1;19.01;44.8;
753900.0;19.1;19.03;51.5;
754200.0;19.1;19.02;59.2;
754500.0;19.1;19.08;73.2;
754800.0;19.2;19.19;73.1;
755100.0;19.3;19.22;72.0;
755400.0;19.2;19.24;80.9;
755700.0;19.3;19.25;85.6;
756000.0;19.3;19.29;95.9;
756300.0;19.3;19.36;113.7;
756600.0;19.4;19.45;143.2;
756900.0;19.4;19.55;140.3;
757200.0;19.5;19.61;161.2;
757500.0;19.5;19.65;149.0;
757800.0;19.6;19.71;142.5;
758100.0;19.5;19.71;140.5;
758400.0;19.6;19.69;123.5;
758700.0;19.5;19.66;104.3;
759000.0;19.5;19.59;101.6;
759300.0;19.5;19.59;151.3;
759600.0;19.5;19.64;171.1;
759900.0;19.6;19.74;149.5;
760200.0;19.5;19.75;164.4;
760500.0;19.6;19.77;201.7;
760800.0;19.6;19.8;319.0;
761100.0;19.8;20.04;245.5;
761400.0;19.8;20.13;185.7;
761700.0;19.8;20.14;260.8;
762000.0;19.9;20.38;446.6;
762300.0;20.0;20.99;531.2;
762600.0;20.0;20.92;182.8;
762900.0;20.2;21.37;637.8;
763200.0;20.6;21.71;614.6;
763500.0;21.0;22.51;645.1;
763800.0;20.4;21.69;515.2;
764100.0;20.3;21.34;611.1;
764400.0;20.5;21.57;486.6;
764700.0;20.6;21.63;387.6;
765000.0;20.7;21.51;358.8;
765300.0;20.8;22.01;618.1;
765600.0;21.1;22.22;411.7;
765900.0;21.0;22.17;887.2;
766200.0;21.3;22.64;771.2;
766500.0;21.3;22.76;546.9;
766800.0;21.1;22.25;403.2;
767100.0;21.3;22.45;538.1;
767400.0;21.5;22.73;346.3;
767700.0;21.3;22.3;268.4;
768000.0;21.3;22.31;364.4;
768300.0;21.1;22.12;1004.4;
768600.0;21.3;22.53;944.2;
768900.0;21.5;22.88;964.8;
769200.0;21.7;23.59;1040.1;
769500.0;22.0;23.77;293.1;
769800.0;21.8;23.67;852.8;
770100.0;21.9;23.17;319.4;
770400.0;22.4;23.82;749.6;
770700.0;22.5;24.05;617.4;
771000.0;22.9;24.41;906.8;
771300.0;22.8;24.2;662.2;
771600.0;22.7;24.12;849.8;
771900.0;22.9;24.33;477.2;
772200.0;22.7;24.18;253.4;
772500.0;22.4;23.66;479.4;
772800.0;22.6;24.1;951.7;
773100.0;22.9;24.58;281.9;
773400.0;22.6;24.12;888.6;
773700.0;22.7;24.52;934.7;
774000.0;23.0;24.82;923.1;
774300.0;23.1;25.01;380.5;
774600.0;22.8;24.43;1027.5;
774900.0;23.1;24.22;356.4;
775200.0;23.3;24.65;325.7;
775500.0;23.0;24.47;1058.7;
775800.0;23.1;24.54;541.3;
776100.0;23.4;24.91;749.7;
776400.0;23.5;25.3;937.8;
776700.0;23.5;25.46;945.3;
777000.0;23.7;25.72;297.9;
777300.0;23.8;25.46;665.5;
777600.0;23.9;25.49;964.9;
